"ORIGIN_AIRPORT_ID","ORIGIN","DEST_AIRPORT_ID","DEST",
10006,"06A",10056,"A43",
10009,"09A",13934,"ORI",
10011,"1G4",10661,"BLD",
10033,"A20",14709,"SCC",
10033,"A20",10299,"ANC",
10042,"A29",10056,"A43",
10056,"A43",12782,"KPR",
10056,"A43",12785,"KPY",
10056,"A43",12854,"KWP",
10056,"A43",12869,"KZB",
10056,"A43",15091,"SYB",
10056,"A43",15446,"UGI",
10056,"A43",10056,"A43",
10056,"A43",10278,"ALZ",
10056,"A43",10324,"AOS",
10056,"A43",12705,"KKB",
10056,"A43",12785,"KPY",
10056,"A43",15091,"SYB",
10056,"A43",10056,"A43",
10056,"A43",10006,"06A",
10056,"A43",10042,"A29",
10056,"A43",10324,"AOS",
10056,"A43",11299,"DGB",
10056,"A43",11513,"EHR",
10056,"A43",12705,"KKB",
10056,"A43",12771,"KOY",
10135,"ABE",13244,"MEM",
10135,"ABE",12339,"IND",
10135,"ABE",14893,"SMF",
10135,"ABE",14512,"RFD",
10135,"ABE",10529,"BDL",
10135,"ABE",12882,"LAL",
10135,"ABE",10194,"AFW",
10135,"ABE",12264,"IAD",
10135,"ABE",11433,"DTW",
10135,"ABE",14082,"PGD",
10135,"ABE",14761,"SFB",
10135,"ABE",10693,"BNA",
10135,"ABE",14112,"PIE",
10135,"ABE",11697,"FLL",
10135,"ABE",14986,"SRQ",
10135,"ABE",13930,"ORD",
10135,"ABE",11057,"CLT",
10135,"ABE",10397,"ATL",
10135,"ABE",13930,"ORD",
10136,"ABI",12896,"LBB",
10136,"ABI",12266,"IAH",
10136,"ABI",11298,"DFW",
10139,"ABL",13942,"ORV",
10139,"ABL",13970,"OTZ",
10139,"ABL",14804,"SHG",
10139,"ABL",14485,"RDB",
10140,"ABQ",11413,"DRO",
10140,"ABQ",14683,"SAT",
10140,"ABQ",13891,"ONT",
10140,"ABQ",12896,"LBB",
10140,"ABQ",13244,"MEM",
10140,"ABQ",11298,"DFW",
10140,"ABQ",10800,"BUR",
10140,"ABQ",11711,"FMN",
10140,"ABQ",12018,"GUP",
10140,"ABQ",13198,"MCI",
10140,"ABQ",10950,"CEZ",
10140,"ABQ",15941,"XWH",
10140,"ABQ",11292,"DEN",
10140,"ABQ",14747,"SEA",
10140,"ABQ",10792,"BUF",
10140,"ABQ",15016,"STL",
10140,"ABQ",10713,"BOI",
10140,"ABQ",14683,"SAT",
10140,"ABQ",13891,"ONT",
10140,"ABQ",14893,"SMF",
10140,"ABQ",13871,"OMA",
10140,"ABQ",15304,"TPA",
10140,"ABQ",11292,"DEN",
10140,"ABQ",14869,"SLC",
10140,"ABQ",12889,"LAS",
10140,"ABQ",13796,"OAK",
10140,"ABQ",14679,"SAN",
10140,"ABQ",10821,"BWI",
10140,"ABQ",11996,"GSP",
10140,"ABQ",11884,"GEG",
10140,"ABQ",14747,"SEA",
10140,"ABQ",14057,"PDX",
10140,"ABQ",13158,"MAF",
10140,"ABQ",11057,"CLT",
10140,"ABQ",12339,"IND",
10140,"ABQ",10599,"BHM",
10140,"ABQ",11259,"DAL",
10140,"ABQ",14492,"RDU",
10140,"ABQ",12191,"HOU",
10140,"ABQ",13495,"MSY",
10140,"ABQ",14122,"PIT",
10140,"ABQ",10693,"BNA",
10140,"ABQ",10397,"ATL",
10140,"ABQ",12892,"LAX",
10140,"ABQ",14831,"SJC",
10140,"ABQ",11697,"FLL",
10140,"ABQ",14107,"PHX",
10140,"ABQ",10800,"BUR",
10140,"ABQ",10423,"AUS",
10140,"ABQ",13232,"MDW",
10140,"ABQ",13198,"MCI",
10140,"ABQ",12954,"LGB",
10140,"ABQ",11278,"DCA",
10140,"ABQ",14635,"RSW",
10140,"ABQ",13204,"MCO",
10140,"ABQ",10994,"CHS",
10140,"ABQ",12206,"HRL",
10140,"ABQ",12266,"IAH",
10140,"ABQ",11298,"DFW",
10140,"ABQ",15051,"SVC",
10140,"ABQ",12266,"IAH",
10140,"ABQ",11540,"ELP",
10140,"ABQ",13891,"ONT",
10140,"ABQ",13061,"LRD",
10140,"ABQ",11292,"DEN",
10140,"ABQ",11298,"DFW",
10140,"ABQ",14107,"PHX",
10140,"ABQ",14730,"SDF",
10140,"ABQ",12266,"IAH",
10140,"ABQ",11292,"DEN",
10140,"ABQ",14869,"SLC",
10140,"ABQ",11298,"DFW",
10140,"ABQ",12892,"LAX",
10140,"ABQ",14107,"PHX",
10140,"ABQ",14771,"SFO",
10140,"ABQ",12889,"LAS",
10140,"ABQ",10423,"AUS",
10140,"ABQ",14869,"SLC",
10140,"ABQ",10397,"ATL",
10140,"ABQ",11292,"DEN",
10140,"ABQ",10590,"IFP",
10140,"ABQ",11298,"DFW",
10140,"ABQ",11298,"DFW",
10140,"ABQ",12892,"LAX",
10140,"ABQ",11697,"FLL",
10140,"ABQ",12478,"JFK",
10140,"ABQ",12266,"IAH",
10140,"ABQ",11085,"CNM",
10140,"ABQ",14057,"PDX",
10140,"ABQ",11413,"DRO",
10140,"ABQ",11711,"FMN",
10140,"ABQ",12018,"GUP",
10140,"ABQ",10950,"CEZ",
10140,"ABQ",15941,"XWH",
10141,"ABR",11775,"FSD",
10141,"ABR",13487,"MSP",
10146,"ABY",12451,"JAX",
10146,"ABY",13495,"MSY",
10146,"ABY",10868,"CAE",
10146,"ABY",14730,"SDF",
10146,"ABY",14635,"RSW",
10146,"ABY",14193,"PNS",
10146,"ABY",14027,"PBI",
10146,"ABY",10397,"ATL",
10154,"ACK",14307,"PVD",
10154,"ACK",13541,"MVY",
10154,"ACK",13984,"OWD",
10154,"ACK",11615,"EWB",
10154,"ACK",14307,"PVD",
10154,"ACK",12250,"HYA",
10154,"ACK",12197,"HPN",
10154,"ACK",12264,"IAD",
10154,"ACK",10540,"BED",
10154,"ACK",12197,"HPN",
10154,"ACK",15167,"TEB",
10154,"ACK",12478,"JFK",
10154,"ACK",12478,"JFK",
10154,"ACK",11615,"EWB",
10154,"ACK",12197,"HPN",
10154,"ACK",10721,"BOS",
10154,"ACK",13541,"MVY",
10154,"ACK",12250,"HYA",
10154,"ACK",12478,"JFK",
10154,"ACK",12250,"HYA",
10155,"ACT",11298,"DFW",
10155,"ACT",15074,"SWO",
10155,"ACT",12266,"IAH",
10155,"ACT",13290,"MHK",
10155,"ACT",15919,"XNA",
10155,"ACT",11027,"CKB",
10157,"ACV",10930,"CEC",
10157,"ACV",14893,"SMF",
10157,"ACV",13796,"OAK",
10157,"ACV",15458,"UKI",
10157,"ACV",12892,"LAX",
10157,"ACV",14771,"SFO",
10158,"ACY",11259,"DAL",
10158,"ACY",15304,"TPA",
10158,"ACY",13577,"MYR",
10158,"ACY",11697,"FLL",
10158,"ACY",14635,"RSW",
10158,"ACY",13204,"MCO",
10158,"ACY",14027,"PBI",
10158,"ACY",12898,"LBE",
10158,"ACY",14492,"RDU",
10158,"ACY",11764,"FRG",
10165,"ADK",10917,"CDB",
10165,"ADK",10299,"ANC",
10165,"ADK",10299,"ANC",
10170,"ADQ",10299,"ANC",
10170,"ADQ",10299,"ANC",
10170,"ADQ",10299,"ANC",
10170,"ADQ",10170,"ADQ",
10170,"ADQ",10243,"AKK",
10170,"ADQ",12721,"KLN",
10170,"ADQ",12772,"KOZ",
10170,"ADQ",12866,"KYK",
10170,"ADQ",13863,"OLH",
10170,"ADQ",13934,"ORI",
10170,"ADQ",10243,"AKK",
10170,"ADQ",12721,"KLN",
10170,"ADQ",12772,"KOZ",
10170,"ADQ",10170,"ADQ",
10170,"ADQ",12866,"KYK",
10170,"ADQ",13863,"OLH",
10170,"ADQ",13934,"ORI",
10171,"ADS",12007,"GTR",
10171,"ADS",14685,"SAV",
10171,"ADS",15024,"STT",
10171,"ADS",11049,"CLL",
10171,"ADS",12945,"LEX",
10171,"ADS",10171,"ADS",
10171,"ADS",11995,"GSO",
10171,"ADS",14656,"RWI",
10184,"AET",11630,"FAI",
10184,"AET",10783,"BTT",
10184,"AET",11630,"FAI",
10185,"AEX",12266,"IAH",
10185,"AEX",10559,"BFI",
10185,"AEX",12266,"IAH",
10185,"AEX",13303,"MIA",
10185,"AEX",11973,"GPT",
10185,"AEX",14683,"SAT",
10185,"AEX",10185,"AEX",
10185,"AEX",11618,"EWR",
10185,"AEX",14259,"PSM",
10185,"AEX",11150,"CSG",
10185,"AEX",11995,"GSO",
10185,"AEX",10747,"BRO",
10185,"AEX",13230,"MDT",
10185,"AEX",10466,"AZA",
10185,"AEX",13487,"MSP",
10185,"AEX",11259,"DAL",
10185,"AEX",10540,"BED",
10185,"AEX",10423,"AUS",
10185,"AEX",11298,"DFW",
10185,"AEX",10397,"ATL",
10185,"AEX",12266,"IAH",
10194,"AFW",12324,"ILN",
10194,"AFW",11433,"DTW",
10194,"AFW",13303,"MIA",
10194,"AFW",13930,"ORD",
10194,"AFW",14683,"SAT",
10194,"AFW",12266,"IAH",
10194,"AFW",11618,"EWR",
10194,"AFW",11540,"ELP",
10194,"AFW",13891,"ONT",
10194,"AFW",11292,"DEN",
10194,"AFW",14869,"SLC",
10194,"AFW",12889,"LAS",
10194,"AFW",13796,"OAK",
10194,"AFW",14679,"SAN",
10194,"AFW",10821,"BWI",
10194,"AFW",13487,"MSP",
10194,"AFW",14747,"SEA",
10194,"AFW",14057,"PDX",
10194,"AFW",12896,"LBB",
10194,"AFW",13158,"MAF",
10194,"AFW",11057,"CLT",
10194,"AFW",13244,"MEM",
10194,"AFW",12339,"IND",
10194,"AFW",13495,"MSY",
10194,"AFW",12264,"IAD",
10194,"AFW",11298,"DFW",
10194,"AFW",15370,"TUL",
10194,"AFW",10397,"ATL",
10194,"AFW",12892,"LAX",
10194,"AFW",11697,"FLL",
10194,"AFW",14107,"PHX",
10194,"AFW",10423,"AUS",
10194,"AFW",10299,"ANC",
10194,"AFW",13198,"MCI",
10194,"AFW",12278,"ICT",
10194,"AFW",14814,"SHV",
10194,"AFW",13204,"MCO",
10194,"AFW",12206,"HRL",
10194,"AFW",13891,"ONT",
10194,"AFW",11193,"CVG",
10194,"AFW",10135,"ABE",
10194,"AFW",14747,"SEA",
10194,"AFW",12324,"ILN",
10194,"AFW",10397,"ATL",
10194,"AFW",14107,"PHX",
10194,"AFW",14771,"SFO",
10194,"AFW",12478,"JFK",
10194,"AFW",14712,"SCF",
10194,"AFW",11540,"ELP",
10194,"AFW",13577,"MYR",
10194,"AFW",13198,"MCI",
10194,"AFW",10982,"CHD",
10194,"AFW",10185,"AEX",
10194,"AFW",12266,"IAH",
10194,"AFW",12264,"IAD",
10194,"AFW",14683,"SAT",
10194,"AFW",12896,"LBB",
10194,"AFW",13158,"MAF",
10194,"AFW",15370,"TUL",
10194,"AFW",12278,"ICT",
10198,"AGC",15016,"STL",
10198,"AGC",10529,"BDL",
10198,"AGC",15370,"TUL",
10198,"AGC",14986,"SRQ",
10198,"AGC",14131,"PKB",
10198,"AGC",14875,"SLK",
10204,"AGN",15231,"TKE",
10204,"AGN",12523,"JNU",
10204,"AGN",14828,"SIT",
10208,"AGS",11973,"GPT",
10208,"AGS",11973,"GPT",
10208,"AGS",13203,"MCN",
10208,"AGS",11298,"DFW",
10208,"AGS",11057,"CLT",
10208,"AGS",11057,"CLT",
10208,"AGS",10397,"ATL",
10216,"AHN",11057,"CLT",
10216,"AHN",10540,"BED",
10216,"AHN",11111,"COU",
10221,"AIA",11292,"DEN",
10225,"AIN",10754,"BRW",
10225,"AIN",10396,"ATK",
10225,"AIN",14125,"PIZ",
10237,"AKB",11445,"DUT",
10241,"AKI",10551,"BET",
10243,"AKK",10170,"ADQ",
10243,"AKK",10170,"ADQ",
10245,"AKN",10299,"ANC",
10245,"AKN",12635,"KCG",
10245,"AKN",12638,"KCL",
10245,"AKN",12641,"KCQ",
10245,"AKN",12720,"KLL",
10245,"AKN",11336,"DLG",
10245,"AKN",12784,"KPV",
10245,"AKN",14119,"PIP",
10245,"AKN",14273,"PTH",
10245,"AKN",15448,"UGS",
10245,"AKN",15853,"WSN",
10245,"AKN",11336,"DLG",
10245,"AKN",10299,"ANC",
10245,"AKN",11336,"DLG",
10245,"AKN",10299,"ANC",
10245,"AKN",11511,"EGX",
10245,"AKN",12294,"IGG",
10245,"AKN",12653,"KEK",
10245,"AKN",12784,"KPV",
10247,"AKP",11630,"FAI",
10247,"AKP",11630,"FAI",
10247,"AKP",11630,"FAI",
10247,"AKP",14709,"SCC",
10257,"ALB",11618,"EWR",
10257,"ALB",13244,"MEM",
10257,"ALB",13204,"MCO",
10257,"ALB",11066,"CMH",
10257,"ALB",15304,"TPA",
10257,"ALB",11292,"DEN",
10257,"ALB",14679,"SAN",
10257,"ALB",10821,"BWI",
10257,"ALB",10599,"BHM",
10257,"ALB",12191,"HOU",
10257,"ALB",13495,"MSY",
10257,"ALB",10693,"BNA",
10257,"ALB",12953,"LGA",
10257,"ALB",11697,"FLL",
10257,"ALB",13232,"MDW",
10257,"ALB",13204,"MCO",
10257,"ALB",14027,"PBI",
10257,"ALB",12264,"IAD",
10257,"ALB",15628,"VRB",
10257,"ALB",13930,"ORD",
10257,"ALB",11057,"CLT",
10257,"ALB",11697,"FLL",
10257,"ALB",13204,"MCO",
10257,"ALB",10792,"BUF",
10257,"ALB",11823,"FWA",
10257,"ALB",15096,"SYR",
10257,"ALB",14100,"PHL",
10257,"ALB",14122,"PIT",
10257,"ALB",14730,"SDF",
10257,"ALB",12478,"JFK",
10257,"ALB",13930,"ORD",
10257,"ALB",11433,"DTW",
10257,"ALB",13930,"ORD",
10257,"ALB",14082,"PGD",
10257,"ALB",14112,"PIE",
10257,"ALB",10397,"ATL",
10257,"ALB",14100,"PHL",
10257,"ALB",13930,"ORD",
10257,"ALB",14100,"PHL",
10257,"ALB",11278,"DCA",
10257,"ALB",11433,"DTW",
10257,"ALB",11618,"EWR",
10257,"ALB",12264,"IAD",
10257,"ALB",13930,"ORD",
10268,"ALO",14570,"RNO",
10268,"ALO",13418,"MNZ",
10268,"ALO",13930,"ORD",
10272,"ALS",11292,"DEN",
10275,"ALW",14747,"SEA",
10278,"ALZ",10056,"A43",
10278,"ALZ",10056,"A43",
10279,"AMA",11140,"CRP",
10279,"AMA",10713,"BOI",
10279,"AMA",14683,"SAT",
10279,"AMA",13891,"ONT",
10279,"AMA",14893,"SMF",
10279,"AMA",12889,"LAS",
10279,"AMA",11259,"DAL",
10279,"AMA",12191,"HOU",
10279,"AMA",13495,"MSY",
10279,"AMA",10397,"ATL",
10279,"AMA",14107,"PHX",
10279,"AMA",10800,"BUR",
10279,"AMA",12992,"LIT",
10279,"AMA",11298,"DFW",
10279,"AMA",12266,"IAH",
10279,"AMA",11292,"DEN",
10279,"AMA",14004,"PAE",
10279,"AMA",11298,"DFW",
10279,"AMA",12266,"IAH",
10299,"ANC",10551,"BET",
10299,"ANC",15478,"UNK",
10299,"ANC",13873,"OME",
10299,"ANC",13970,"OTZ",
10299,"ANC",12321,"ILI",
10299,"ANC",10917,"CDB",
10299,"ANC",11445,"DUT",
10299,"ANC",14738,"SDP",
10299,"ANC",14919,"SNP",
10299,"ANC",15478,"UNK",
10299,"ANC",11630,"FAI",
10299,"ANC",15579,"VDZ",
10299,"ANC",10299,"ANC",
10299,"ANC",11555,"ENA",
10299,"ANC",12184,"HOM",
10299,"ANC",11445,"DUT",
10299,"ANC",11630,"FAI",
10299,"ANC",11859,"GBH",
10299,"ANC",14218,"PPC",
10299,"ANC",13930,"ORD",
10299,"ANC",11298,"DFW",
10299,"ANC",12892,"LAX",
10299,"ANC",12478,"JFK",
10299,"ANC",13873,"OME",
10299,"ANC",10245,"AKN",
10299,"ANC",11445,"DUT",
10299,"ANC",14856,"SKK",
10299,"ANC",12321,"ILI",
10299,"ANC",10416,"AUK",
10299,"ANC",11511,"EGX",
10299,"ANC",14627,"RSH",
10299,"ANC",14880,"SLQ",
10299,"ANC",11952,"GNU",
10299,"ANC",12720,"KLL",
10299,"ANC",11618,"EWR",
10299,"ANC",13796,"OAK",
10299,"ANC",13244,"MEM",
10299,"ANC",12339,"IND",
10299,"ANC",12016,"GUM",
10299,"ANC",10170,"ADQ",
10299,"ANC",11630,"FAI",
10299,"ANC",11555,"ENA",
10299,"ANC",12184,"HOM",
10299,"ANC",10194,"AFW",
10299,"ANC",13303,"MIA",
10299,"ANC",13930,"ORD",
10299,"ANC",12892,"LAX",
10299,"ANC",10299,"ANC",
10299,"ANC",11193,"CVG",
10299,"ANC",13303,"MIA",
10299,"ANC",13930,"ORD",
10299,"ANC",14512,"RFD",
10299,"ANC",11298,"DFW",
10299,"ANC",10397,"ATL",
10299,"ANC",12892,"LAX",
10299,"ANC",12217,"HSV",
10299,"ANC",12478,"JFK",
10299,"ANC",10994,"CHS",
10299,"ANC",11193,"CVG",
10299,"ANC",13303,"MIA",
10299,"ANC",13930,"ORD",
10299,"ANC",12892,"LAX",
10299,"ANC",12478,"JFK",
10299,"ANC",15236,"TKJ",
10299,"ANC",11193,"CVG",
10299,"ANC",13930,"ORD",
10299,"ANC",12892,"LAX",
10299,"ANC",14747,"SEA",
10299,"ANC",14057,"PDX",
10299,"ANC",12173,"HNL",
10299,"ANC",10917,"CDB",
10299,"ANC",13830,"OGG",
10299,"ANC",10926,"CDV",
10299,"ANC",12819,"KTN",
10299,"ANC",14256,"PSG",
10299,"ANC",15841,"WRG",
10299,"ANC",15991,"YAK",
10299,"ANC",12892,"LAX",
10299,"ANC",10165,"ADK",
10299,"ANC",10170,"ADQ",
10299,"ANC",10551,"BET",
10299,"ANC",10754,"BRW",
10299,"ANC",11630,"FAI",
10299,"ANC",12523,"JNU",
10299,"ANC",14107,"PHX",
10299,"ANC",13873,"OME",
10299,"ANC",13970,"OTZ",
10299,"ANC",14709,"SCC",
10299,"ANC",14828,"SIT",
10299,"ANC",12758,"KOA",
10299,"ANC",14747,"SEA",
10299,"ANC",10926,"CDV",
10299,"ANC",11336,"DLG",
10299,"ANC",12819,"KTN",
10299,"ANC",14256,"PSG",
10299,"ANC",15841,"WRG",
10299,"ANC",15991,"YAK",
10299,"ANC",10165,"ADK",
10299,"ANC",10170,"ADQ",
10299,"ANC",10551,"BET",
10299,"ANC",10754,"BRW",
10299,"ANC",12523,"JNU",
10299,"ANC",13873,"OME",
10299,"ANC",13970,"OTZ",
10299,"ANC",14709,"SCC",
10299,"ANC",14828,"SIT",
10299,"ANC",10299,"ANC",
10299,"ANC",14485,"RDB",
10299,"ANC",14709,"SCC",
10299,"ANC",11555,"ENA",
10299,"ANC",10299,"ANC",
10299,"ANC",16390,"BVU",
10299,"ANC",11445,"DUT",
10299,"ANC",10170,"ADQ",
10299,"ANC",12755,"KNW",
10299,"ANC",11630,"FAI",
10299,"ANC",12523,"JNU",
10299,"ANC",14738,"SDP",
10299,"ANC",10304,"ANI",
10299,"ANC",10170,"ADQ",
10299,"ANC",11630,"FAI",
10299,"ANC",15478,"UNK",
10299,"ANC",10304,"ANI",
10299,"ANC",10775,"BTI",
10299,"ANC",14102,"PHO",
10299,"ANC",13196,"MCG",
10299,"ANC",10245,"AKN",
10299,"ANC",10304,"ANI",
10299,"ANC",10551,"BET",
10299,"ANC",10754,"BRW",
10299,"ANC",13873,"OME",
10299,"ANC",13970,"OTZ",
10299,"ANC",14709,"SCC",
10299,"ANC",15478,"UNK",
10299,"ANC",11336,"DLG",
10299,"ANC",10170,"ADQ",
10299,"ANC",10754,"BRW",
10299,"ANC",14485,"RDB",
10299,"ANC",11630,"FAI",
10299,"ANC",10245,"AKN",
10299,"ANC",10304,"ANI",
10299,"ANC",11550,"EMK",
10299,"ANC",15293,"TOG",
10299,"ANC",11336,"DLG",
10299,"ANC",13891,"ONT",
10299,"ANC",12339,"IND",
10299,"ANC",14691,"SBD",
10299,"ANC",14730,"SDF",
10299,"ANC",13930,"ORD",
10299,"ANC",14107,"PHX",
10299,"ANC",10551,"BET",
10299,"ANC",13873,"OME",
10299,"ANC",13970,"OTZ",
10299,"ANC",12807,"KSM",
10299,"ANC",10299,"ANC",
10299,"ANC",13196,"MCG",
10299,"ANC",10304,"ANI",
10299,"ANC",10184,"AET",
10299,"ANC",10551,"BET",
10299,"ANC",13873,"OME",
10299,"ANC",13970,"OTZ",
10299,"ANC",14485,"RDB",
10299,"ANC",15478,"UNK",
10299,"ANC",11336,"DLG",
10299,"ANC",10640,"BKC",
10299,"ANC",14869,"SLC",
10299,"ANC",13487,"MSP",
10299,"ANC",14747,"SEA",
10299,"ANC",11193,"CVG",
10299,"ANC",13930,"ORD",
10299,"ANC",12266,"IAH",
10299,"ANC",11298,"DFW",
10299,"ANC",12892,"LAX",
10299,"ANC",12917,"LCK",
10299,"ANC",14730,"SDF",
10299,"ANC",12478,"JFK",
10299,"ANC",11193,"CVG",
10299,"ANC",12892,"LAX",
10299,"ANC",12917,"LCK",
10299,"ANC",14730,"SDF",
10299,"ANC",11292,"DEN",
10299,"ANC",13196,"MCG",
10299,"ANC",11924,"GKN",
10299,"ANC",11336,"DLG",
10299,"ANC",14747,"SEA",
10299,"ANC",10245,"AKN",
10299,"ANC",11630,"FAI",
10299,"ANC",10299,"ANC",
10299,"ANC",12321,"ILI",
10299,"ANC",12748,"KNK",
10299,"ANC",13715,"NNL",
10299,"ANC",12748,"KNK",
10299,"ANC",12721,"KLN",
10299,"ANC",10917,"CDB",
10299,"ANC",12321,"ILI",
10299,"ANC",15838,"WQZ",
10299,"ANC",10299,"ANC",
10299,"ANC",12755,"KNW",
10299,"ANC",11630,"FAI",
10299,"ANC",11555,"ENA",
10299,"ANC",12184,"HOM",
10304,"ANI",12719,"KLG",
10304,"ANI",14627,"RSH",
10304,"ANI",10551,"BET",
10304,"ANI",10313,"ANV",
10304,"ANI",10996,"CHU",
10304,"ANI",11028,"CKD",
10304,"ANI",12087,"HCR",
10304,"ANI",12676,"KGX",
10304,"ANI",10299,"ANC",
10304,"ANI",12719,"KLG",
10304,"ANI",14493,"RDV",
10304,"ANI",14627,"RSH",
10304,"ANI",14816,"SHX",
10304,"ANI",14880,"SLQ",
10304,"ANI",14987,"SRV",
10304,"ANI",15257,"TLT",
10304,"ANI",10304,"ANI",
10304,"ANI",12676,"KGX",
10304,"ANI",14880,"SLQ",
10304,"ANI",10299,"ANC",
10304,"ANI",10551,"BET",
10304,"ANI",10299,"ANC",
10304,"ANI",10299,"ANC",
10313,"ANV",10304,"ANI",
10313,"ANV",12087,"HCR",
10313,"ANV",12676,"KGX",
10313,"ANV",14816,"SHX",
10322,"AOO",10821,"BWI",
10322,"AOO",14122,"PIT",
10324,"AOS",10056,"A43",
10327,"APC",12127,"HHR",
10329,"APF",12197,"HPN",
10329,"APF",13461,"MQY",
10329,"APF",14050,"PDK",
10329,"APF",14524,"RIC",
10329,"APF",12264,"IAD",
10329,"APF",15167,"TEB",
10329,"APF",14027,"PBI",
10329,"APF",13476,"MRY",
10333,"APN",11721,"FNT",
10333,"APN",11433,"DTW",
10347,"ARA",15153,"TCL",
10347,"ARA",13418,"MNZ",
10349,"ARC",11630,"FAI",
10349,"ARC",11833,"FYU",
10349,"ARC",11630,"FAI",
10349,"ARC",11630,"FAI",
10361,"ART",14100,"PHL",
10372,"ASE",11259,"DAL",
10372,"ASE",13936,"ORL",
10372,"ASE",11041,"CLD",
10372,"ASE",13930,"ORD",
10372,"ASE",12266,"IAH",
10372,"ASE",11292,"DEN",
10372,"ASE",11298,"DFW",
10372,"ASE",12892,"LAX",
10372,"ASE",14107,"PHX",
10372,"ASE",14771,"SFO",
10396,"ATK",10225,"AIN",
10396,"ATK",10754,"BRW",
10396,"ATK",11630,"FAI",
10397,"ATL",10821,"BWI",
10397,"ATL",11618,"EWR",
10397,"ATL",11150,"CSG",
10397,"ATL",13891,"ONT",
10397,"ATL",11995,"GSO",
10397,"ATL",13244,"MEM",
10397,"ATL",12339,"IND",
10397,"ATL",10194,"AFW",
10397,"ATL",12320,"ILG",
10397,"ATL",11193,"CVG",
10397,"ATL",13930,"ORD",
10397,"ATL",15304,"TPA",
10397,"ATL",10821,"BWI",
10397,"ATL",12478,"JFK",
10397,"ATL",11193,"CVG",
10397,"ATL",14512,"RFD",
10397,"ATL",13303,"MIA",
10397,"ATL",11292,"DEN",
10397,"ATL",12889,"LAS",
10397,"ATL",14100,"PHL",
10397,"ATL",12953,"LGA",
10397,"ATL",15356,"TTN",
10397,"ATL",13204,"MCO",
10397,"ATL",14843,"SJU",
10397,"ATL",11193,"CVG",
10397,"ATL",12478,"JFK",
10397,"ATL",14747,"SEA",
10397,"ATL",11042,"CLE",
10397,"ATL",10257,"ALB",
10397,"ATL",10792,"BUF",
10397,"ATL",15016,"STL",
10397,"ATL",14683,"SAT",
10397,"ATL",11066,"CMH",
10397,"ATL",11540,"ELP",
10397,"ATL",13891,"ONT",
10397,"ATL",14893,"SMF",
10397,"ATL",13871,"OMA",
10397,"ATL",15304,"TPA",
10397,"ATL",11292,"DEN",
10397,"ATL",14869,"SLC",
10397,"ATL",12889,"LAS",
10397,"ATL",13796,"OAK",
10397,"ATL",14679,"SAN",
10397,"ATL",12451,"JAX",
10397,"ATL",10821,"BWI",
10397,"ATL",11996,"GSP",
10397,"ATL",11884,"GEG",
10397,"ATL",14570,"RNO",
10397,"ATL",13158,"MAF",
10397,"ATL",13342,"MKE",
10397,"ATL",10140,"ABQ",
10397,"ATL",13244,"MEM",
10397,"ATL",12339,"IND",
10397,"ATL",11259,"DAL",
10397,"ATL",14492,"RDU",
10397,"ATL",12191,"HOU",
10397,"ATL",14100,"PHL",
10397,"ATL",14307,"PVD",
10397,"ATL",13495,"MSY",
10397,"ATL",14122,"PIT",
10397,"ATL",12264,"IAD",
10397,"ATL",10529,"BDL",
10397,"ATL",10693,"BNA",
10397,"ATL",12953,"LGA",
10397,"ATL",15370,"TUL",
10397,"ATL",12892,"LAX",
10397,"ATL",11697,"FLL",
10397,"ATL",14107,"PHX",
10397,"ATL",10800,"BUR",
10397,"ATL",14771,"SFO",
10397,"ATL",10423,"AUS",
10397,"ATL",13232,"MDW",
10397,"ATL",14908,"SNA",
10397,"ATL",13198,"MCI",
10397,"ATL",12278,"ICT",
10397,"ATL",12954,"LGB",
10397,"ATL",14730,"SDF",
10397,"ATL",11278,"DCA",
10397,"ATL",14635,"RSW",
10397,"ATL",13204,"MCO",
10397,"ATL",14027,"PBI",
10397,"ATL",14524,"RIC",
10397,"ATL",14576,"ROC",
10397,"ATL",11986,"GRR",
10397,"ATL",13851,"OKC",
10397,"ATL",12206,"HRL",
10397,"ATL",12992,"LIT",
10397,"ATL",13348,"MKL",
10397,"ATL",12266,"IAH",
10397,"ATL",12264,"IAD",
10397,"ATL",13303,"MIA",
10397,"ATL",13930,"ORD",
10397,"ATL",11618,"EWR",
10397,"ATL",13360,"MLB",
10397,"ATL",11624,"EYW",
10397,"ATL",12124,"HHH",
10397,"ATL",11996,"GSP",
10397,"ATL",11057,"CLT",
10397,"ATL",12339,"IND",
10397,"ATL",14100,"PHL",
10397,"ATL",12264,"IAD",
10397,"ATL",12945,"LEX",
10397,"ATL",15249,"TLH",
10397,"ATL",13232,"MDW",
10397,"ATL",10868,"CAE",
10397,"ATL",14730,"SDF",
10397,"ATL",11042,"CLE",
10397,"ATL",11433,"DTW",
10397,"ATL",13930,"ORD",
10397,"ATL",12266,"IAH",
10397,"ATL",11618,"EWR",
10397,"ATL",15304,"TPA",
10397,"ATL",12889,"LAS",
10397,"ATL",10821,"BWI",
10397,"ATL",13487,"MSP",
10397,"ATL",14100,"PHL",
10397,"ATL",13495,"MSY",
10397,"ATL",11298,"DFW",
10397,"ATL",12892,"LAX",
10397,"ATL",11697,"FLL",
10397,"ATL",10721,"BOS",
10397,"ATL",13204,"MCO",
10397,"ATL",11697,"FLL",
10397,"ATL",10721,"BOS",
10397,"ATL",12478,"JFK",
